نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,پوست رو چرب نمیکنه اما الزاما مات هم نمیکنه، من روی ابرسان لافارر پوسن چرب که پوست رو مات میکنه میزنم راضیم، زود هم جذب میشه. باید تست کنید ببینید به پوستتون میخوره یا نه ,0,true,2023-12-09T20:09:32+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"دکتر این کرم و بهم معرفی کرد و من واقعا ازش راضی هستم، عالیه
نه پوست و چرب می کنه
نه رد سفیدی می مونه",0,true,2023-12-03T17:05:34+00:00,مثبت,0.91,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,به نظرم برای پوست چرب انتخاب بسیار عالیه خیلی زود جذبه پوستو چرب نمیکنه ولی روی پوست مات نیس و کمی براقیت به پوست میده تنها عیبشم بخوام بگم بوی کمی تندش هست که باعث سوزش چشم میشه برای من همیشه انتخاب اول هستش,0,true,2023-12-03T16:34:38+00:00,مثبت,0.79,رضایت کلی | حساسیت و واکنش پوست/مو | نیاز به مشاوره | بو و رایحه | تجربه محصول,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,خیلی عالیه ,0,true,2023-12-01T12:20:48+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,سبک وزودجذبه ولی چشم رو میسوزونهه اطراف چشم میزنی حس سوزش داخل شم داری,0,true,2023-11-29T00:45:55+00:00,خنثی,0.35,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,من پوستم به شدت چربه و میتونم بگم بعد از استفاده از این ضدآفتاب اصلا پوستم چرب نشد و کاملا جذب شد و رد سفیدی نذاشت . ,0,true,2023-11-26T15:29:25+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,به عنوان کسی که پوستش چربه و منافذ بازی داره میگم که 5 دقیقه بعد از زدنش صورتتون جوری خیس و چربه که دستمال لازمه,1,true,2023-11-23T02:08:14+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,عالیه,0,true,2023-11-12T17:52:04+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,عالی و بی نقص ،سبک و زودجذب میشه ,0,true,2023-11-06T17:47:56+00:00,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,دوستان حتی اگه پوست خشکی هم دارین این ضد آفتاب مناسب نیست چون با اینکه زده اویل فری ولی واقعا بعد از استفاده دقیقا تا موقعی ک پاکش کنین چربه صورت واقعا به درد نمیخورد ,0,true,2023-11-04T00:42:19+00:00,خنثی,0.35,ترکیبات,ترکیبات,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,خیلی چربه، صورتم چربه بعد از استفاده ازش پر جوش زیر پوستی شد,2,true,2023-11-02T23:22:01+00:00,خنثی,0.35,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"خیلی خوبه برای پوست من ک چربه یکم برق میندازه ولی روش پودر فیکس میزنم اوکی میشه، لطفا دوباره تخفیف 50 درصدی 🙏بزارین  
",1,true,2023-11-02T05:24:35+00:00,مثبت,0.79,تخفیف | رضایت کلی,تخفیف,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"اصلا رد سفیدی نمیندازه _
بافت ژلی داره و از این بابت عالیه _
بعد 2 و 3 ساعت  یه برقی میوفته روی پوست _
دور چشم نمیشه زد چون  اشک میزنه چشم _ 
_ ضد آفتاب خیلی خوبیه من چندین بار شارژش کردم و قیمت خیلی خوبی هم داره   
",0,true,2023-10-29T17:22:26+00:00,مثبت,0.95,رضایت کلی | قیمت | بافت محصول | تجربه محصول | ترکیبات,قیمت,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,بهترین ضدآفتابی هست که تا الان داشتم، بافت سبک داره و زود جذبه و اصلا رد سفیدی نمیذاره، برای پوست چرب عالیه👌🏻👌🏻,2,true,2023-10-20T18:43:54+00:00,مثبت,0.91,رضایت کلی | بافت محصول | نیاز به مشاوره,نیاز به مشاوره,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,من این ضد آفتاب رو اشتباهی سفارش دادم و پوستم خشکه اما ازش چندباری که استفاده کردم با اینکه برای پوست چرب بود خیلی با پوست خشک من سازگار بود بنظرم ضد آفتاب خوبیه ,1,true,2023-10-10T22:40:32+00:00,خنثی,0.35,تجربه محصول | ترکیبات | نیاز به مشاوره | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"برای منی که پوست چرب ومستعد آکنه دارم یکی از  بهترینهاست✅💯 و اصلا باعث جوش و برق افتادن نـمیشه. من خیلی دوستش دارم💜 ـــ
فقط قیمتش هر روز داره میره بالاتر",2,true,2023-10-10T21:36:58+00:00,مثبت,0.67,حساسیت و واکنش پوست/مو | رضایت کلی,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,برای پوست چرب گزینه عالی ه,0,true,2023-10-10T01:02:20+00:00,مثبت,0.67,نیاز به مشاوره | رضایت کلی,نیاز به مشاوره,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب," برام جایگزین ضدآفتاب امولسیون اَون شده . چند ساله ازش استفاده میکنم  و خیلی راضی ام. سبک و زود جذبه، رد سفید 
 نمی اندازه ",1,true,2023-10-10T00:54:43+00:00,مثبت,0.79,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"سلام ممنون میشم یه تخفیف خوب بزارید قیمتش نسبت به قبل خیلی خیلی زیاد شده. 
ضد آفتاب خیلی خوبی است 
ممنونم ",1,true,2023-10-09T18:43:56+00:00,مثبت,0.95,تخفیف | رضایت کلی | ترکیبات,تخفیف,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,سبکه رد سفیدی نمیذاره، ولی مشکلش اینکه برق میندازه,7,true,2023-10-05T13:17:18+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,برای استفاده روزانه خیلی مناسبه، حجم خوبی هم داره،من دوباره میخوام سفارش بدم,4,true,2023-10-05T10:13:22+00:00,خنثی,0.35,حجم و مقدار | سؤال و ابهام,حجم و مقدار,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"سلام.من خریدمش.
تنها مشکلی ک داره صورتو برق میندازه متاسفانه",4,true,2023-10-04T14:53:34+00:00,منفی,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"ضدافتاب سبکیه بدون رد سفیدی زود جذب پوست میشه برای پنجمین بار شارژش کردمو 
واقعا راضیم",3,true,2023-10-04T00:23:34+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,ضدآفتاب خوبیه من که پوستم چرب و جوشدار بود باعث جوش نشد ,4,true,2023-10-03T14:17:01+00:00,خنثی,0.35,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,خیلی ضدآفتاب خوبیه خیلیی ازش راضیم من دوبار  شارژش کردم اولین ضدآفتابی بود که باعث شد جای جوش هام بره اصلا هم برق نمیندازه فقط همون لحظه ای که میزنی بعد درست میشه,1,true,2023-10-02T02:06:56+00:00,مثبت,0.79,حساسیت و واکنش پوست/مو | رضایت کلی,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"خیلی ضدآفتاب خوبیه، هم سریع جذب میشه و هم خیلی سبکه.
فقط اگر پوستتون خشکه قبلش نیاز به مرطوب کننده داره چون این ضد آفتاب خیلی خاصیت مرطوب کنندگی نداره.
در رابطه با بوش هم یک بوی خاصی داره که شبیه کرم های قدیمی مادربزرگاست اما من چون شخصا این بو رو دوست داشتم باهاش مشکلی نداشتم بعلاوه فقط همون ساعت اول بوش حس میشه.",2,true,2023-09-28T10:26:36+00:00,مثبت,0.67,بو و رایحه | رضایت کلی | ترکیبات,بو و رایحه,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب, رو پوستم برق میندازه ,5,true,2023-09-23T12:21:46+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,بهترین ضد افتاب خیلی راضی ام همسبکه هم رو پوست عرق نمیکنه,1,true,2023-09-11T20:13:50+00:00,مثبت,0.91,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,خیلی سبکه،زود جذب میشه، از جوش زدن جلوگیری میکنه، بوی خوبی داره، بسته بندی شیکی داره. من به توصیه پزشک تهیه کردم واسه صورتم که پوست چربی داره و واقعا راضیم. ,2,true,2023-09-09T15:38:12+00:00,مثبت,0.79,بسته‌بندی | بو و رایحه | حساسیت و واکنش پوست/مو | رضایت کلی,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,"این ضدآفتاب برای پوستهای چرب عالیه,اولین ضدآفتابیه که پوست منوچرب نکرد وزودجذب شد عالیه برای پوستای چرب پیشنهادمیکنم پوستای چرب استفاده کنن",2,true,2023-09-03T21:26:24+00:00,مثبت,0.95,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,سلام ممکن زودتر موجودش کنید من منتظر همین یه قلمم که سفارشم رو ثبت کنم مرسی از سایت خوب خانومی,0,true,2023-08-29T12:16:22+00:00,مثبت,0.79,موجودی کالا | سایت و اپلیکیشن | رضایت کلی,موجودی کالا,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,خیلییی خوبه ، سبک و زود جذبه و رد سفیدی نداره ، البته من پوستم چربه و یک ساعت بعد یه کم پوستم براق میشه ولی در کل خیلی راضیام ، جوش هم نزدم ,3,true,2023-08-27T11:10:29+00:00,مثبت,0.91,رضایت کلی | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,عالی ،هم بی رنگه واقعا، هم فاقد چربی اصلا رد سفیدی جا نمیزاره,0,true,2023-08-26T14:00:19+00:00,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,ضد افتاب خیلی خوبیه زود جذبه باهاش جوش نمیزنین به خوبی هم محافظت میکنه یه برق دلنشینی هم به پوست میده با بافت سبک عالی ,1,true,2023-08-24T14:14:13+00:00,مثبت,0.79,بافت محصول | رضایت کلی | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,لطفا تخفیفش رو بیشتر کنید ,7,true,2023-08-24T11:32:19+00:00,خنثی,0.35,تخفیف,تخفیف,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,ضدافتاب خوبیع بافت سبکی داره زود جذب میشه رد سفیدی هم نداره چربمم نیست,1,true,2023-08-20T21:57:36+00:00,خنثی,0.35,بافت محصول,بافت محصول,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,با توجه به نظر کاربران خریدم سبک و ملایم اما عطر بدی داره من نتونستم به خاطر بو ازش استفاده کنم ,3,true,2023-08-17T12:24:49+00:00,خنثی,0.35,بو و رایحه | تجربه محصول,بو و رایحه,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,بهترین ضدآفتاب دنیا😁😍😍😍😍😍,1,true,2023-08-16T10:59:02+00:00,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,خیلی ضد آفتاب سبک هست چشم نمی سوزه سردرد هم نمیگیری فقط یکم عطری ,4,true,2023-08-14T19:18:05+00:00,خنثی,0.35,ترکیبات,ترکیبات,,false,ندارد,false,
ژل کرم ضد آفتاب مدل SPF50 Oil Free مناسب پوست چرب,https://www.khanoumi.com/products/syn-skin-syn-shield-oil-free-sun-screen-cream-gel-spf50-28026,ضدآفتاب,عالیه...من پوستم چرب هستش...این سومین باره که میخرمش...ممنون از خانومی بابت تخفیفاتش,2,true,2023-08-12T16:03:04+00:00,مثبت,0.91,تخفیف | رضایت کلی | خرید مجدد,تخفیف,,false,ندارد,false,
